fa_flight_id,groundspeed,heading,longitude,latitude,timestamp,altitude
AIQ3029-1670715240-schedule-0553,260.6666666666667,294.22222222222223,100.43254,13.921534444444443,2022-12-12 23:46:12+00:00,6944.444444444444
AIQ3029-1670715240-schedule-0553,260.8333333333333,293.94444444444446,100.43137,13.922068888888887,2022-12-12 23:46:13+00:00,6988.888888888889
AIQ3029-1670715240-schedule-0553,261.0,293.6666666666667,100.4302,13.922603333333331,2022-12-12 23:46:14+00:00,7033.333333333333
AIQ3029-1670715240-schedule-0553,261.1666666666667,293.3888888888889,100.42903,13.92313777777778,2022-12-12 23:46:15+00:00,7077.777777777777
AIQ3029-1670715240-schedule-0553,261.3333333333333,293.1111111111111,100.42786,13.923672222222224,2022-12-12 23:46:16+00:00,7122.222222222223
AIQ3029-1670715240-schedule-0553,261.5,292.8333333333333,100.42669,13.924206666666668,2022-12-12 23:46:17+00:00,7166.666666666667
AIQ3029-1670715240-schedule-0553,261.6666666666667,292.55555555555554,100.42552,13.92474111111111,2022-12-12 23:46:18+00:00,7211.111111111111
AIQ3029-1670715240-schedule-0553,261.8333333333333,292.27777777777777,100.42435,13.925275555555556,2022-12-12 23:46:19+00:00,7255.555555555556
AIQ3029-1670715240-schedule-0553,262.0,292.0,100.42318,13.92581,2022-12-12 23:46:20+00:00,7300.0
AIQ3029-1670715240-schedule-0553,263.1875,290.1875,100.42192125,13.925941875,2022-12-12 23:46:21+00:00,7331.25
AIQ3029-1670715240-schedule-0553,264.375,288.375,100.4206625,13.92607375,2022-12-12 23:46:22+00:00,7362.5
AIQ3029-1670715240-schedule-0553,265.5625,286.5625,100.41940375,13.926205625,2022-12-12 23:46:23+00:00,7393.75
AIQ3029-1670715240-schedule-0553,266.75,284.75,100.418145,13.9263375,2022-12-12 23:46:24+00:00,7425.0
AIQ3029-1670715240-schedule-0553,267.9375,282.9375,100.41688625,13.926469375,2022-12-12 23:46:25+00:00,7456.25
AIQ3029-1670715240-schedule-0553,269.125,281.125,100.4156275,13.92660125,2022-12-12 23:46:26+00:00,7487.5
AIQ3029-1670715240-schedule-0553,270.3125,279.3125,100.41436875,13.926733125,2022-12-12 23:46:27+00:00,7518.75
